"id","number","date","due_date","currency_code","gross_amount","vat_amount","net_amount","payment_term_days","name","value","name-2","display_name"
14666607,"17596392","2019-08-27","2019-09-15",0,"868.92","144.82","724.10",34,"KLARIUS PRODUCTS LTD","28082019","misc_ref","MiscRef"
19833964,"17826923","2020-11-13","2020-12-15",0,"202.81","33.80","169.01",29,"KLARIUS PRODUCTS LTD","16112020","misc_ref","MiscRef"
20150091,"2257263047","2021-10-12","2022-02-09",0,"36896.27","6149.38","30746.89",122,"ROBERT BOSCH LIMITED","12102021","misc_ref","MiscRef"
20383158,"60579","2022-06-28","2022-12-25",0,"168.00","28.00","140.00",177,"IM AXLE SPECIALISTS LIMITED","2906220297","misc_ref","MiscRef"
14574034,"192352","2019-06-18","2019-07-08",0,"6264.00","1044.00","5220.00",17,"AIRMAN UK","2406190328","misc_ref","MiscRef"
21266942,"5220252832","2025-03-31","2025-04-30",0,"52704.17","0.00","52704.17",29,"GOOGLE IRELAND LTD(728-518-7015)CP4","02042500D5","misc_ref","MiscRef"
13996097,"9031211581","2018-06-07","2018-08-31",0,"3332.34","555.39","2776.95",83,"SAINT GOBAIN HIGH PERFORMAN (PAINT)","080618022F","misc_ref","MiscRef"
20095386,"PF18519","2021-08-07","2021-09-06",0,"300.06","50.01","250.05",30,"PALLETWAYS UK LIMITED","1108210001","misc_ref","MiscRef"
15065669,"17750946","2020-07-13","2020-08-15",0,"38.22","6.37","31.85",31,"KLARIUS PRODUCTS LTD","14072020","misc_ref","MiscRef"
19980522,"UKF046891","2021-03-29","2021-04-15",0,"1850.00","0.00","1850.00",10,"EURO CAR PARTS LIMITED T/AS VEGE UK","3003210425","misc_ref","MiscRef"
14643049,"A1231981","2019-08-07","2019-11-30",0,"339.35","56.56","282.79",113,"BM CATALYSTS","08082019","misc_ref","MiscRef"
13737669,"18138509","2018-01-09","2018-03-31",0,"131.84","21.97","109.87",77,"FPS LIVERPOOL","10012018","misc_ref","MiscRef"
20186077,"20042","2021-10-25","2021-11-24",0,"353.40","58.90","294.50",7,"JA AUTOS CRAWLEY LTD","191121006B","misc_ref","MiscRef"
14687475,"01502534","2019-09-11","2019-11-30",0,"47.76","7.96","39.80",78,"FERRARIS PISTON SERVICES LTD","12092019","misc_ref","MiscRef"
14277161,"SL05314219INV","2018-11-16","2018-12-30",0,"30.91","5.15","25.76",46,"NORTHGATE VEHICLE HIRE LTD","2211180040","misc_ref","MiscRef"
14671654,"17598478","2019-08-31","2019-09-15",0,"8.71","1.45","7.26",29,"KLARIUS PRODUCTS LTD","02092019","misc_ref","MiscRef"
19926198,"17867437","2021-02-03","2021-03-15",0,"87.01","14.50","72.51",36,"KLARIUS PRODUCTS LTD","04022021","misc_ref","MiscRef"
21153159,"0001/00180848","2024-11-28","2024-12-31",0,"1603.63","267.27","1336.36",29,"SM Group Europe Ltd","281124011A","misc_ref","MiscRef"
20254508,"672721","2022-02-03","2022-04-04",0,"268.80","44.80","224.00",60,"TOMO PARTS LTD (PAINT)","070222028D","misc_ref","MiscRef"
21097892,"VT/INV/10815","2024-09-26","2024-10-31",0,"2858.46","476.41","2382.05",29,"VINCENT TIMBER LIMITED","0310240089","misc_ref","MiscRef"
20152964,"18013527","2021-10-13","2021-11-15",0,"123.56","20.59","102.97",29,"KLARIUS PRODUCTS LTD","14102021","misc_ref","MiscRef"
13961582,"IN625833","2018-05-19","2018-06-30",0,"9.29","1.55","7.74",39,"ELRING PARTS CO.LTD.","2105180462","misc_ref","MiscRef"
14189418,"10900463","2018-09-27","2018-11-30",0,"112.75","18.79","93.96",62,"FERRARIS PISTON SERVICES LTD","28092018","misc_ref","MiscRef"
14307195,"9580534468","2018-12-06","2019-01-30",0,"61.62","10.27","51.35",56,"3M UNITED KINGDOM PLC (PAINT)","181212035B","misc_ref","MiscRef"
14411702,"5020335483","2019-02-27","2019-04-30",0,"102.17","17.03","85.14",60,"TTI -TECHTRONIC INDUSTRIES (UK) LTD","28021902EC","misc_ref","MiscRef"
20873893,"0000933744","2024-02-02","2024-04-02",0,"28.26","4.71","23.55",60,"ISN EUROPE LTD","05022400C8","misc_ref","MiscRef"
14407085,"8505948","2019-02-12","2019-03-14",2,"29594.33","0.00","29594.33",30,"GULF OIL SUPPLY COMPANY LIMITED","1302190513","misc_ref","MiscRef"
13869027,"S330860","2018-03-23","2018-05-31",0,"23.95","3.99","19.96",65,"SYKES PICKAVANT LTD","2603180357","misc_ref","MiscRef"
14328321,"17461355","2019-01-02","2019-02-15",0,"101.98","17.00","84.98",43,"KLARIUS PRODUCTS LTD","03012019","misc_ref","MiscRef"
13622188,"A1306143","2020-05-12","2020-08-31",0,"427.23","71.20","356.03",106,"BM CATALYSTS","18052020","misc_ref","MiscRef"
20920674,"215814","2024-04-03","2024-07-31",0,"573.48","95.58","477.90",119,"TURBOACTIVE LIMITED","03042401E1","misc_ref","MiscRef"
20475110,"11197","2022-08-10","2022-10-09",2,"240.00","0.00","240.00",3,"AUTO AIR CONDITIONING LTD","1810220373","misc_ref","MiscRef"
17177390,"606781","2020-08-14","2020-09-30",0,"158.70","26.45","132.25",43,"TOMO MOTORPARTS","18082003DF","misc_ref","MiscRef"
20413553,"18174749","2022-08-02","2022-09-15",0,"57.18","9.53","47.65",37,"KLARIUS PRODUCTS LTD","03082022","misc_ref","MiscRef"
14606387,"H0033915","2019-07-10","2019-08-31",0,"295.00","0.00","295.00",63,"DHL GLOBAL FORWARDING UK LTD GBP","120719003C","misc_ref","MiscRef"
14396999,"LHR2296736","2019-02-18","2019-03-20",0,"57.58","9.60","47.98",30,"DHL INTERNATIONAL (UK) LIMITED","1902190374","misc_ref","MiscRef"
20976264,"2257471934","2024-06-14","2024-12-11",0,"94500.00","15750.00","78750.00",150,"ROBERT BOSCH LIMITED","14062024","misc_ref","MiscRef"
20434730,"816299","2022-08-30","2022-09-30",0,"602.72","100.45","502.27",30,"MIRKA UK LTD (PAINT)","310822023C","misc_ref","MiscRef"
21116184,"OP/I093806","2024-10-21","2024-12-20",0,"115.75","19.30","96.45",60,"VAN-LINE LTD (PAINT)","22102402A8","misc_ref","MiscRef"
20408768,"49790","2022-07-27","2022-08-26",0,"2361.55","393.59","1967.96",29,"COMPLETE AUTOMOTIVE AFTERMARKET SOLUTIONS LTD","280722026C","misc_ref","MiscRef"
17174970,"SI001910027","2020-08-20","2020-10-31",0,"87.83","14.64","73.19",70,"JACK SEALEY LIMITED","21082004B1","misc_ref","MiscRef"
14833881,"17663790","2020-01-03","2020-02-15",0,"154.91","25.82","129.09",39,"KLARIUS PRODUCTS LTD","06012020","misc_ref","MiscRef"
13723835,"18001511","2017-12-20","2018-02-28",0,"207.02","34.50","172.52",58,"FERRARIS PISTON SERVICES LTD","21122017","misc_ref","MiscRef"
14147513,"10539099","2018-08-23","2018-10-31",0,"68.83","11.47","57.36",55,"FERRARIS PISTON SERVICES LTD","05092018","misc_ref","MiscRef"
19881570,"108103556","2020-12-10","2021-01-15",0,"277.58","0.00","277.58",8,"ANDREW PAGE 1917 LTD","15122018D8","misc_ref","MiscRef"
13625772,"174736","2020-04-23","2020-07-31",2,"6264.77","1044.14","5220.63",60,"TURBOACTIVE LIMITED","01062000B6","misc_ref","MiscRef"
14579443,"206102618","2019-06-25","2019-07-09",0,"110.52","18.42","92.10",7,"SCHAEFFLER UK LTD","2706190211","misc_ref","MiscRef"
21218064,"CI0209062","2025-02-10","2025-05-05",0,"85.39","14.23","71.16",81,"UNIVERSAL COMPONENTS UK LTD","1102250244","misc_ref","MiscRef"
20966056,"18566185","2024-05-30","2024-06-15",0,"124.92","20.82","104.10",15,"KLARIUS PRODUCTS LTD","31052024","misc_ref","MiscRef"
14967334,"IN728233","2020-05-05","2020-06-30",0,"24.36","4.06","20.30",56,"ELRING PARTS CO.LTD.","05052002F7","misc_ref","MiscRef"
19773034,"5020417138","2020-08-11","2020-10-31",0,"181.37","30.23","151.14",254,"TTI -TECHTRONIC INDUSTRIES (UK) LTD","120820029E","misc_ref","MiscRef"
19801214,"SI-00524356","2020-10-13","2020-12-31",0,"51.10","8.52","42.58",79,"THE TOOL CONNECTION LTD","13102002B5","misc_ref","MiscRef"
14155191,"A1142871","2018-09-06","2018-12-30",0,"856.60","142.76","713.84",174,"BM CATALYSTS","07092018","misc_ref","MiscRef"
14536321,"AY108652","2019-05-29","2019-08-31",0,"1716.46","286.08","1430.38",93,"AUTOPUMPS UK LTD","290519036C","misc_ref","MiscRef"
19772246,"17788157","2020-09-11","2020-10-15",0,"543.18","90.53","452.65",16,"KLARIUS PRODUCTS LTD","14092020","misc_ref","MiscRef"
21251308,"NLEI820546","2025-03-18","2025-04-17",2,"804.96","134.16","670.80",24,"NAVICO LOGISTICS EUROPE BV","1903250066","misc_ref","MiscRef"
20230788,"73661LC NEWCASTLE-NEWBURN","2022-01-13","2022-01-14",0,"178.20","29.70","148.50",0,"Shaun Baines","P0011223","misc_ref","MiscRef"
14558116,"19-502357","2019-06-11","2019-08-10",0,"73.24","12.21","61.03",57,"PATREBCIAL UK","12062019","misc_ref","MiscRef"
14838561,"17666432","2020-01-08","2020-02-15",0,"320.95","53.49","267.46",36,"KLARIUS PRODUCTS LTD","09012020","misc_ref","MiscRef"
14467310,"44/123599","2019-04-05","2019-05-05",0,"45.46","7.58","37.88",25,"NATIONAL SAFETY SUPPLIES (PAINT)","0804190139","misc_ref","MiscRef"
20785871,"BHXR007641339","2023-10-16","2023-11-15",0,"1356.62","86.20","1270.42",24,"DHL INTERNATIONAL (UK) LIMITED","171023004E","misc_ref","MiscRef"
20153593,"44/757855","2021-10-12","2021-11-11",0,"15.36","2.56","12.80",28,"NATIONAL SAFETY SUPPLIES (PAINT)","15102101C2","misc_ref","MiscRef"
20738208,"SI-00056306","2023-08-22","2023-10-31",0,"930.00","155.00","775.00",69,"THE TURBO GUY","23082300C6","misc_ref","MiscRef"
20467346,"1419440355","2022-10-06","2022-12-31",0,"21562.20","3593.70","17968.50",85,"SHELL U K OIL PRODUCTS LIMITED","1010220372","misc_ref","MiscRef"
14183477,"IT18026298","2018-09-21","2018-10-30",0,"116.76","0.00","116.76",36,"DAYCO EUROPE S.R.L.","250918010E","misc_ref","MiscRef"
14162619,"17399802","2018-09-12","2018-10-15",0,"604.04","100.67","503.37",32,"KLARIUS PRODUCTS LTD","13092018","misc_ref","MiscRef"
14412383,"12439195","2019-02-28","2019-04-30",0,"160.42","26.74","133.68",59,"FERRARIS PISTON SERVICES LTD","01032019","misc_ref","MiscRef"
19765728,"9581027829","2020-09-04","2020-11-03",0,"930.32","155.05","775.27",59,"3M UNITED KINGDOM PLC (PAINT)","0809200495","misc_ref","MiscRef"
20261570,"6120911681","2022-02-14","2022-08-13",0,"47.90","7.98","39.92",177,"ZF SERVICES UK LTD","1602220286","misc_ref","MiscRef"
20201483,"800046542745","2021-12-06","2022-01-05",0,"548.26","91.38","456.88",66,"ENTERPRISE RENT-A-CAR UK LIMITED","0712210156","misc_ref","MiscRef"
21277008,"46180","2025-04-15","2025-05-15",0,"752.59","125.43","627.16",23,"PART-SERV - PLEASE PAY FLE001 WITH THIS ACC","160425015E","misc_ref","MiscRef"
20591435,"INV-9098","2023-02-27","2023-03-31",0,"1505.69","250.95","1254.74",27,"LIQUID ENGINEERING UK LTD","02032300C0","misc_ref","MiscRef"
20703741,"18370741","2023-07-12","2023-08-15",0,"15.23","2.54","12.69",29,"KLARIUS PRODUCTS LTD","13072023","misc_ref","MiscRef"
14960641,"17714739","2020-04-22","2020-05-15",0,"343.52","57.25","286.27",22,"KLARIUS PRODUCTS LTD","23042020","misc_ref","MiscRef"
20018561,"A1426560","2021-05-14","2021-08-31",0,"66.32","11.05","55.27",108,"BM CATALYSTS","15052021","misc_ref","MiscRef"
20318782,"4522116194","2022-04-19","2022-05-15",0,"82.63","13.77","68.86",23,"PPG INDUSTRIES UK LTD (PAINT)","20042200DF","misc_ref","MiscRef"
14858081,"IV121753","2020-01-23","2020-03-31",0,"67.80","11.30","56.50",68,"COMMERCIAL PROPSHAFT SERVICES LIMIT","23012002B5","misc_ref","MiscRef"
14494857,"100415178","2019-04-26","2019-06-30",0,"22895.21","3815.87","19079.34",63,"VALEO SERVICE UK LTD.","29041902EE","misc_ref","MiscRef"
20846679,"UKF115367","2024-01-03","2024-02-15",0,"1250.00","0.00","1250.00",35,"EURO CAR PARTS LIMITED T/AS VEGE UK","0401240824","misc_ref","MiscRef"
14837521,"172157","2019-12-20","2020-03-31",2,"8652.76","1442.13","7210.63",92,"TURBOACTIVE LIMITED","080120003A","misc_ref","MiscRef"
14037086,"17351523","2018-06-29","2018-07-15",0,"395.17","65.86","329.31",11,"KLARIUS PRODUCTS LTD","02072018","misc_ref","MiscRef"
14193870,"80025151","2018-09-27","2018-10-11",0,"8182.84","1363.81","6819.03",14,"REMY AUTOMOTIVE UK LTD","01101800DB","misc_ref","MiscRef"
21098804,"IV946738","2024-10-03","2025-01-15",0,"129.00","21.50","107.50",98,"3G TRUCK & TRAILER PARTS LTD","0410240017","misc_ref","MiscRef"
20969905,"SI-2338","2024-06-05","2024-08-04",0,"466.56","77.76","388.80",62,"ONEPLACE SOLUTIONS LIMITED","0606240058","misc_ref","MiscRef"
14001163,"45194LC EXETER","2018-06-11","2018-06-12",0,"92.40","15.40","77.00",0,"Shaun Baines","E3016971","misc_ref","MiscRef"
20370451,"OP/I714338","2022-06-14","2022-08-31",0,"4867.02","811.17","4055.85",76,"REMA TIP TOP AUTOMOTIVE UK LTD.","16062201BD","misc_ref","MiscRef"
13909389,"534","2018-04-16","2018-05-16",0,"2793.31","465.55","2327.76",25,"PERRYS MOTOR SALES LIMITED","19041803CA","misc_ref","MiscRef"
20357357,"2257311517","2022-06-03","2022-10-01",0,"18354.00","3059.00","15295.00",126,"ROBERT BOSCH LIMITED","03062022","misc_ref","MiscRef"
14620367,"17576045","2019-07-23","2019-08-15",0,"79.73","13.29","66.44",21,"KLARIUS PRODUCTS LTD","24072019","misc_ref","MiscRef"
20444357,"A1585005/01","2022-09-08","2022-12-31",0,"146.91","24.48","122.43",116,"BM CATALYSTS","09092022","misc_ref","MiscRef"
20444767,"599101","2022-09-05","2023-02-02",0,"38.86","6.48","32.38",139,"NISSENS (UK) LTD","09092200D0","misc_ref","MiscRef"
20150775,"19166","2021-10-12","2021-11-11",0,"84.00","14.00","70.00",31,"AIRCHECK SERVICES LTD","12102101D8","misc_ref","MiscRef"
20067338,"A1444370","2021-07-08","2021-10-31",0,"66.98","11.16","55.82",112,"BM CATALYSTS","09072021","misc_ref","MiscRef"
14453878,"12765916","2019-03-29","2019-05-31",0,"24.29","4.05","20.24",61,"FERRARIS PISTON SERVICES LTD","30032019","misc_ref","MiscRef"
20917701,"I0242335","2024-03-27","2024-04-20",0,"23.41","3.90","19.51",22,"IMPEX PARTS LTD","28032400CB","misc_ref","MiscRef"
14203888,"17415271","2018-10-05","2018-11-15",0,"235.42","39.24","196.18",38,"KLARIUS PRODUCTS LTD","08102018","misc_ref","MiscRef"
13973778,"GH482111","2018-05-25","2018-06-30",1,"1735.00","0.00","1735.00",35,"DHL GLOBAL FORWARDING UK LTD USD","250518020D","misc_ref","MiscRef"
14514640,"90012358","2019-05-08","2019-05-22",0,"49.42","8.24","41.18",10,"REMY AUTOMOTIVE UK LTD","1305190051","misc_ref","MiscRef"
14019786,"17345301","2018-06-20","2018-07-15",0,"35.65","5.94","29.71",22,"KLARIUS PRODUCTS LTD","21062018","misc_ref","MiscRef"
20156959,"70846LC ASTON","2021-10-12","2021-10-13",0,"91.80","15.30","76.50",0,"Shaun Baines","E3045605","misc_ref","MiscRef"
20971104,"5021368479","2024-06-06","2024-08-31",0,"46.20","7.70","38.50",85,"TTI -TECHTRONIC INDUSTRIES (UK) LTD","0706240122","misc_ref","MiscRef"
13744178,"18-500096","2018-01-04","2018-03-05",0,"71.69","11.95","59.74",69,"PATREBCIAL UK","04012018","misc_ref","MiscRef"
21179125,"18704423","2024-12-30","2025-01-15",0,"426.19","71.03","355.16",9,"KLARIUS PRODUCTS LTD","02012025","misc_ref","MiscRef"
13820672,"18600513","2018-02-23","2018-04-30",0,"34.30","5.72","28.58",62,"FERRARIS PISTON SERVICES LTD","24022018","misc_ref","MiscRef"
13730270,"18049138","2017-12-28","2018-02-28",0,"15.19","2.53","12.66",58,"FERRARIS PISTON SERVICES LTD","29122017","misc_ref","MiscRef"
13756572,"18162788","2018-01-12","2018-03-31",0,"6.52","1.09","5.43",74,"FERRARIS PISTON SERVICES LTD","13012018","misc_ref","MiscRef"
14502489,"17528923","2019-05-02","2019-06-15",0,"33.52","5.59","27.93",41,"KLARIUS PRODUCTS LTD","03052019","misc_ref","MiscRef"
20192798,"438/9013496","2021-11-25","2022-01-24",0,"105.00","17.50","87.50",63,"HALFORDS AUTOCENTRES","2611210185","misc_ref","MiscRef"
19824933,"2015034088","2020-11-05","2021-01-31",0,"821.94","136.99","684.95",84,"FREUDENBERG SEALING TECHNOLOGIES LTD","06112000AE","misc_ref","MiscRef"
20303373,"TA21085474","2022-03-31","2022-07-29",0,"369.89","61.65","308.24",119,"DENSO SALES UK LTD","0104220326","misc_ref","MiscRef"
20090060,"100306790721","2021-07-31","2021-07-31",0,"25.00","0.00","25.00",413,"BARCLAYS MERCHANT SERVICES","4012181","misc_ref","MiscRef"
21139019,"2257503839","2024-11-14","2025-05-13",0,"121.27","20.21","101.06",176,"ROBERT BOSCH LIMITED","14112024","misc_ref","MiscRef"
14259895,"46825LC AYLESBURY","2018-11-08","2018-11-09",0,"333.90","55.65","278.25",0,"Shaun Baines","H0001145","misc_ref","MiscRef"
14803884,"17651606","2019-12-03","2020-01-15",0,"38.58","6.43","32.15",44,"KLARIUS PRODUCTS LTD","04122019","misc_ref","MiscRef"
13688488,"17725128","2017-11-21","2018-01-31",0,"3.31","0.55","2.76",30,"FERRARIS PISTON SERVICES LTD","22112017","misc_ref","MiscRef"
20363804,"9993510091","2022-06-09","2022-07-31",0,"878.34","146.39","731.95",49,"AKZO NOBEL COATINGS LTD-ATS(PAINT)","10062202CE","misc_ref","MiscRef"
20871305,"IN20606242","2024-01-31","2024-04-30",0,"6609.83","1101.64","5508.19",89,"FAI AUTOMOTIVE PLC","01022400C8","misc_ref","MiscRef"
13934755,"19311505","2018-05-03","2018-07-31",0,"26.88","4.48","22.40",87,"FERRARIS PISTON SERVICES LTD","04052018","misc_ref","MiscRef"
14663528,"01297070","2019-08-23","2019-10-31",0,"21.88","3.65","18.23",67,"FERRARIS PISTON SERVICES LTD","24082019","misc_ref","MiscRef"
20773239,"861180","2023-10-02","2023-11-30",0,"3648.61","608.10","3040.51",57,"MIRKA UK LTD (PAINT)","0410230231","misc_ref","MiscRef"
13645064,"BHXR003680860","2020-06-30","2020-07-30",0,"4.81","0.80","4.01",29,"DHL INTERNATIONAL (UK) LIMITED","020720028F","misc_ref","MiscRef"
14951880,"IN725658","2020-04-06","2020-05-31",0,"28.32","4.72","23.60",56,"ELRING PARTS CO.LTD.","06042005F3","misc_ref","MiscRef"
20530235,"22237","2022-12-07","2023-02-05",0,"4170.00","695.00","3475.00",43,"PLASTIC SUPPLIES DUDLEY (PAINT)","2912220014","misc_ref","MiscRef"
19813604,"17814046","2020-10-23","2020-11-15",0,"74.44","12.41","62.03",18,"KLARIUS PRODUCTS LTD","26102020","misc_ref","MiscRef"
20935792,"18541729","2024-04-19","2024-05-15",0,"193.86","32.31","161.55",18,"KLARIUS PRODUCTS LTD","22042024","misc_ref","MiscRef"
14795386,"02362324","2019-11-27","2020-01-31",0,"10.51","1.75","8.76",63,"FERRARIS PISTON SERVICES LTD","28112019","misc_ref","MiscRef"
20001146,"17910814","2021-04-22","2021-05-15",0,"258.53","43.09","215.44",21,"KLARIUS PRODUCTS LTD","23042021","misc_ref","MiscRef"
20863482,"2257441431","2024-01-23","2024-07-21",0,"54383.62","9063.94","45319.68",168,"ROBERT BOSCH LIMITED","23012024","misc_ref","MiscRef"
14015783,"17343144","2018-06-18","2018-07-15",0,"561.90","93.65","468.25",24,"KLARIUS PRODUCTS LTD","19062018","misc_ref","MiscRef"
13645908,"0000053942","2020-07-02","2020-07-16",0,"12.57","0.00","12.57",14,"SW ENERGY LTD T/A COMMUNAL ENERGY PARTNERS","36001382","misc_ref","MiscRef"
14883681,"159142","2020-02-11","2020-03-31",0,"274.20","45.70","228.50",49,"FOREVER ENTERPRISES LTD","1102200329","misc_ref","MiscRef"
14479150,"MWI107477","2019-03-25","2019-04-15",0,"68.40","11.40","57.00",13,"ALEXANDERS OF TWICKENHAM LIMITED","160419004C","misc_ref","MiscRef"
14763979,"17635575","2019-11-04","2019-12-15",0,"1.68","0.28","1.40",38,"KLARIUS PRODUCTS LTD","05112019","misc_ref","MiscRef"
14507303,"3068149","2019-05-02","2019-06-30",0,"1360.43","0.00","1360.43",54,"SATA GMBH & CO KG (PAINT)","08051900E3","misc_ref","MiscRef"
19966769,"17889625","2021-03-16","2021-04-15",0,"57.13","9.52","47.61",29,"KLARIUS PRODUCTS LTD","17032021","misc_ref","MiscRef"
14712779,"S360141","2019-09-27","2019-11-30",0,"555.48","92.58","462.90",60,"SYKES PICKAVANT LTD","30091900FA","misc_ref","MiscRef"
14342526,"29584","2019-01-11","2019-02-15",2,"354.68","0.00","354.68",31,"ASPA GMBH (GENUINE)","19011401AC","misc_ref","MiscRef"
20038089,"EEC836076","2021-06-09","2021-08-31",0,"690.72","115.12","575.60",83,"EUROPEAN EXHAUST & CATALYST LTD.","0906210700","misc_ref","MiscRef"
20921016,"18530119","2024-04-02","2024-05-15",0,"85.68","14.28","71.40",37,"KLARIUS PRODUCTS LTD","03042024","misc_ref","MiscRef"
20370314,"MO279821","2022-06-08","2022-07-08",0,"545.13","0.00","545.13",23,"MOBILE AUTO REPAIRS LTD","15062200A6","misc_ref","MiscRef"
14595929,"00776325","2019-07-08","2019-09-30",0,"14.60","2.43","12.17",84,"FERRARIS PISTON SERVICES LTD","09072019","misc_ref","MiscRef"
19797947,"0264142647","2020-10-07","2020-12-31",2,"117.17","19.53","97.64",84,"MANN+HUMMEL (UK) LTD","08102000A3","misc_ref","MiscRef"
14422076,"SI-00442761","2019-03-07","2019-05-31",0,"3312.00","552.00","2760.00",84,"THE TOOL CONNECTION LTD","0703190440","misc_ref","MiscRef"
14504344,"17529966","2019-05-04","2019-06-15",0,"135.07","22.51","112.56",37,"KLARIUS PRODUCTS LTD","07052019","misc_ref","MiscRef"
14435091,"229626","2019-03-15","2019-04-30",0,"272.39","45.40","226.99",42,"KARNETIC LTD/AUTEL UK","1803190224","misc_ref","MiscRef"
20052822,"SIN627584","2021-06-23","2021-08-22",0,"106.42","17.74","88.68",57,"B.G. AUTOMOTIVE LIMITED","240621008C","misc_ref","MiscRef"
19819894,"17819111","2020-11-02","2020-12-15",0,"33.01","5.50","27.51",42,"KLARIUS PRODUCTS LTD","03112020","misc_ref","MiscRef"
19766496,"20-501789","2020-09-07","2020-11-06",0,"68.64","11.44","57.20",59,"PATREBCIAL UK","08092020","misc_ref","MiscRef"
20657060,"56693","2023-05-19","2023-06-18",0,"678.85","113.14","565.71",25,"COMPLETE AUTOMOTIVE AFTERMARKET SOLUTIONS LTD","2205230048","misc_ref","MiscRef"
14655707,"01256892","2019-08-19","2019-10-31",0,"87.85","14.64","73.21",71,"FERRARIS PISTON SERVICES LTD","20082019","misc_ref","MiscRef"
20958940,"UKF125607","2024-05-21","2024-06-15",0,"2240.00","0.00","2240.00",22,"EURO CAR PARTS LIMITED T/AS VEGE UK","220524029A","misc_ref","MiscRef"
19890080,"36670453","2020-12-17","2021-01-31",0,"166.36","27.73","138.63",39,"EURAX LIMITED","2112200132","misc_ref","MiscRef"
14864931,"28633","2020-01-28","2020-02-29",0,"222.00","37.00","185.00",37,"A TO Z SAFE WAREHOUSE LTD","2901200291","misc_ref","MiscRef"
20913422,"2257453922","2024-03-22","2024-09-18",0,"1137.95","189.66","948.29",175,"ROBERT BOSCH LIMITED","22032024","misc_ref","MiscRef"
19816644,"34598","2020-10-21","2020-11-20",0,"597.61","99.60","498.01",22,"COMPLETE AUTOMOTIVE AFTERMARKET SOLUTIONS LTD","2910200019","misc_ref","MiscRef"
20157254,"EEC842309","2021-10-18","2021-12-31",0,"668.54","111.42","557.12",72,"EUROPEAN EXHAUST & CATALYST LTD.","2010210236","misc_ref","MiscRef"
20233750,"73200lc bolton","2022-01-17","2022-01-18",0,"189.00","0.00","189.00",6,"Shaun Baines","E5881000","misc_ref","MiscRef"
14008713,"19764570","2018-06-15","2018-08-31",0,"14.14","2.36","11.78",75,"FERRARIS PISTON SERVICES LTD","16062018","misc_ref","MiscRef"
14308268,"11698614","2018-12-12","2019-02-28",0,"9.96","1.66","8.30",77,"FERRARIS PISTON SERVICES LTD","13122018","misc_ref","MiscRef"
14420716,"12512165","2019-03-06","2019-05-31",0,"202.15","33.69","168.46",84,"FERRARIS PISTON SERVICES LTD","07032019","misc_ref","MiscRef"
20850479,"18477872","2024-01-05","2024-02-15",0,"380.05","63.34","316.71",32,"KLARIUS PRODUCTS LTD","08012024","misc_ref","MiscRef"
21236829,"18745676","2025-03-01","2025-04-15",0,"62.32","10.39","51.93",41,"KLARIUS PRODUCTS LTD","03032025","misc_ref","MiscRef"
20423080,"18181537","2022-08-12","2022-09-15",0,"148.03","24.67","123.36",25,"KLARIUS PRODUCTS LTD","15082022","misc_ref","MiscRef"
20679346,"18353057","2023-06-14","2023-07-15",0,"227.94","37.99","189.95",29,"KLARIUS PRODUCTS LTD","15062023","misc_ref","MiscRef"
13630876,"SI001713146","2020-06-10","2020-08-31",0,"106.44","17.74","88.70",82,"JACK SEALEY LIMITED","110620024C","misc_ref","MiscRef"
14077619,"10203273","2018-07-23","2018-09-30",0,"79.55","13.26","66.29",66,"FERRARIS PISTON SERVICES LTD","24072018","misc_ref","MiscRef"
20699218,"A1693543/01","2023-07-06","2023-10-31",0,"639.83","106.63","533.20",116,"BM CATALYSTS","07072023","misc_ref","MiscRef"
21257988,"110701","2025-03-25","2025-04-24",0,"330.00","55.00","275.00",23,"FGH AIR BRAKE LTD","2603250011","misc_ref","MiscRef"
20003184,"SI-00553516","2021-04-26","2021-06-30",0,"16.30","2.72","13.58",64,"THE TOOL CONNECTION LTD","27042101C0","misc_ref","MiscRef"
20425741,"IN880422","2022-08-18","2022-09-30",0,"99.78","16.63","83.15",43,"ELRING PARTS CO.LTD.","1808220245","misc_ref","MiscRef"
20558874,"154347","2023-01-23","2023-02-22",0,"18.33","0.00","18.33",18,"JKL DAIRY AND FOOD SERVICES LTD","3001230141","misc_ref","MiscRef"
14683196,"01480964","2019-09-09","2019-11-30",0,"9.38","1.56","7.82",80,"FERRARIS PISTON SERVICES LTD","10092019","misc_ref","MiscRef"
20621805,"PSI046379","2023-04-12","2023-07-31",0,"13310.46","2218.41","11092.05",109,"EXEDY CLUTCH EUROPE LTD","130423012F","misc_ref","MiscRef"
14164491,"22894","2018-02-12","2018-03-14",0,"30.00","0.00","30.00",9,"PK AUTOMOTIVE SOLUTIONS","120918026B","misc_ref","MiscRef"
14781645,"GB8657311","2019-10-19","2019-11-30",0,"250.20","39.70","210.50",17,"P&O EUROPEAN FERRIES (IRISH SEA) LIMITED","1511190051","misc_ref","MiscRef"
14414533,"17494035","2019-03-01","2019-04-15",0,"850.37","141.73","708.64",38,"KLARIUS PRODUCTS LTD","04032019","misc_ref","MiscRef"
14765063,"609427","2019-11-01","2019-12-01",0,"57.06","9.51","47.55",31,"TOMO PARTS LTD (PAINT)","0511190275","misc_ref","MiscRef"
20860196,"18484525","2024-01-17","2024-02-15",0,"80.66","13.44","67.22",22,"KLARIUS PRODUCTS LTD","18012024","misc_ref","MiscRef"
